PC1,PC2,Player,Cluster
6.972653220584803,0.9399984610739393,Anthony Davis,Cluster 3
7.6087036305649605,-2.295095817983773,Victor Wembanyama,Cluster 3
4.725473464846509,-1.6332034868096108,Jaren Jackson Jr.,Cluster 3
6.514287940773152,2.218365584552134,Domantas Sabonis,Cluster 3
4.675507136562992,-0.5012613189712011,Julius Randle,Cluster 3
3.2830300093239106,-0.1353115125943633,Lauri Markkanen,Cluster 1
2.4655977001672587,-0.6169275776019677,Kristaps Porziņģis,Cluster 1
3.695828631052419,1.3808891423666827,John Collins,Cluster 1
1.796352956453292,-2.14954889960246,Santi Aldama,Cluster 1
0.7350482386747687,-0.6168644483045436,Moritz Wagner,Cluster 1
0.8298495619003063,0.25012072769575827,Daniel Gafford,Cluster 1
0.6826552212292728,0.727606459676493,Onyeka Okongwu,Cluster 1
-0.9810450833724192,0.11980097779852716,Larry Nance Jr.,Cluster 2
-0.8081685584834346,-0.5739509226820235,Noah Clowney,Cluster 2
-0.7532785817227998,-0.9725376198102231,Jalen Smith,Cluster 2
-0.5412210123517742,1.8647956089729205,Kelly Olynyk,Cluster 1
-0.687875122774139,-2.1896199369657183,Dean Wade,Cluster 2
-1.931428302973697,-0.42874308443553827,Kevin Love,Cluster 2
-0.3964876040932903,0.8399037686150719,Isaiah Stewart,Cluster 1
-1.8254743432210192,-0.15212162611409805,Zach Collins,Cluster 2
-2.427946019888196,0.02987607702859164,Drew Eubanks,Cluster 2
-3.315079277248158,-1.254675511152861,Sandro Mamukelashvili,Cluster 4
-1.116047070950634,0.08617365229627813,Mason Plumlee,Cluster 2
-2.377076633190217,0.5089481035671459,Daniel Theis,Cluster 2
-3.1693108451739005,0.5869649024560722,Bruno Fernando,Cluster 2
-3.0489216392528427,0.7769259424654859,Dario Šarić,Cluster 2
-0.9503694869582934,5.509869583264176,Oscar Tshiebwe,Cluster 1
-5.814556665970724,-0.5102973830923236,Alex Reese,Cluster 4
-3.9108406069190895,-1.1530869438103375,Dwight Powell,Cluster 4
-5.298759412493725,-1.2097740526997496,Zeke Nnaji,Cluster 4
-4.631101445095289,0.552781150801517,Karlo Matković,Cluster 4
