PC1,PC2,Player,Cluster
7.774149376166593,-1.768375061287007,Jaylen Brown,Cluster 3
6.776506137757805,-0.4843391921875558,Jalen Williams,Cluster 3
4.883291584201399,-0.3393021274342264,DeMar DeRozan,Cluster 3
3.978571049666223,-2.476680408793512,Mikal Bridges,Cluster 3
3.770695247379595,-1.296675876256693,Gradey Dick,Cluster 3
4.636650258824942,0.6062317440048098,Bennedict Mathurin,Cluster 3
2.167981411527469,-0.5360349391910811,Devin Vassell,Cluster 1
2.779208195626353,-1.2383787808537958,Dillon Brooks,Cluster 3
-1.4791267632810743,1.095867405692426,Bruce Brown,Cluster 1
4.065610896314776,3.451373240858094,Amen Thompson,Cluster 4
1.1694919096691871,-0.4884924677099101,Andrew Nembhard,Cluster 1
2.2249254699584333,4.004207010763506,Justin Champagnie,Cluster 4
0.4711316334896397,-2.065658177278549,Ty Jerome,Cluster 1
-0.37033610959575447,-2.001604590206599,Tim Hardaway Jr.,Cluster 1
-0.0475613995941594,-1.5391532302685662,Amir Coffey,Cluster 1
1.2705665507719601,0.26451001983199374,Kevin Porter Jr.,Cluster 1
1.1791949011835543,-0.4600810668796399,Kevin Huerter,Cluster 1
-0.11362267408764436,1.7503130507379914,Aaron Nesmith,Cluster 4
-1.2491471218948211,-1.5596717522791161,Svi Mykhailiuk,Cluster 1
-1.000167593044952,0.8015101861909946,Trendon Watford,Cluster 1
-0.25540530175748716,2.2379984998083846,Ausar Thompson,Cluster 4
-1.5842564144837223,1.5285270780127689,DaQuan Jeffries,Cluster 1
-1.3823285002677232,-0.23393624969189253,Kenrich Williams,Cluster 1
-0.7986862312083532,0.5661333599711593,Terance Mann,Cluster 1
1.5715877763243868,2.813219765459369,Ben Simmons,Cluster 4
-1.6211747124517923,0.23386343295422407,Max Strus,Cluster 1
-3.9066488212180475,-0.6492970016553974,Dariq Whitehead,Cluster 2
-1.279437199993772,-0.21863695248847054,Nicolas Batum,Cluster 1
-3.3909791433870633,-0.11179021922802163,Rayan Rupert,Cluster 2
-4.503412204941792,-0.7035364911721709,Damion Lee,Cluster 2
-3.904159349036944,0.014564420193568081,Jaylon Tyson,Cluster 2
-5.532956168178469,-0.5573880634518138,Terrence Shannon Jr.,Cluster 2
-5.530154687383268,-0.22336013703166946,Jack McVeigh,Cluster 2
-5.641998634754857,-0.4128431081562935,PJ Dozier,Cluster 2
-5.128003368300617,-0.00308332097730765,Garrett Temple,Cluster 2
